pdf_filename,qa1_split,qa3_hyperparams,qa4_dataset,qa_score_total,qa_nivel,area_dominio,justificacion,extraction_error
jia2025agnostic.pdf,0.5,1,1,2.5,Alta calidad,Lenguaje y Humanidades,"QA1 (0.5): The paper mentions using standard benchmarks (GLUE with 9 tasks, IMDB, Ag-News) and Table 1 provides task statistics, but no explicit train/validation/test split proportions or sizes are reported for any dataset. Only individual dataset sizes are mentioned (e.g., ""Ag-News: 30,000 training samples and 1,900 test samples"" after 0.25 sampling). QA2 (1.0): The paper compares TAAS-Net against five baselines: (1) LLMs without fine-tuning, (2) LLMs with LoRA, (3) LLMs with IA3, (4) LLMs with X-LoRA, and (5) LLMs with MoE-LoRA, exceeding the threshold of two comparisons. QA3 (1.0): Section IV-C explicitly reports comprehensive hyperparameters: learning rate (2e-5), batch size (64), maximum input/output lengths (512/128), optimizer (Adam with epsilon 1e-6), LoRA rank (r=8), LoRA alpha (α=32), AASN network depth (8), hidden state size (2048). All critical PEFT parameters for LoRA and AASN are present. QA4 (1.0): All datasets are fully characterized with (a) clear names (GLUE tasks, IMDB, Ag-News), (b) domain/task context (e.g., ""CoLA: grammatical acceptability"", ""SST-2: sentiment analysis"", ""IMDB: binary sentiment classification""), and (c) sizes provided in Table 1 or in the dataset descriptions. The application domain is general NLP tasks (sentiment analysis, text classification, textual entailment, paraphrase detection) on standard benchmarks, fitting ""Lenguaje y Humanidades"".",FALSE
jung2025prefix.pdf,0.5,1,1,2.5,Alta calidad,Lenguaje y Humanidades,"QA1 (0.5): The paper mentions selecting ""the best result from 5 random seeds"" and evaluates across multiple prefix lengths {1, 5, 20, 100, 150} for GLUE and {1, 5, 10, 20, 40} for E2E, but does not explicitly report train/validation/test split sizes or proportions. The use of standard benchmarks (GLUE, E2E) is mentioned without stating their specific splits. QA2 (0.5): The paper compares the proposed methods (residual + gate) primarily against the original prefix tuning baseline. While ablation studies are provided (Table 4), there is no comparison against other PEFT methods like LoRA or Adapter-based approaches, constituting essentially one baseline. QA3 (1): Complete hyperparameter reporting is present: learning rates {2e-04, 3e-04, 4e-04}, batch size 32, epochs {5, 10, 20}, optimizer AdamW with linear scheduler. For the PEFT-specific parameters: residual block hidden dimension m {64, 128, 256, 512}, gate mechanism architecture explicitly defined in equations (5), and prefix lengths explicitly tested. QA4 (1): All three elements present: (a) dataset names (GLUE with 8 tasks listed: MNLI, SST-2, MRPC, CoLA, QNLI, QQP, RTE, STS-B; E2E NLG Challenge), (b) domain/task context clearly specified (natural language understanding and table-to-text generation), and (c) implicit sizing through benchmark references and 5 random seeds reported.",FALSE
kadyrbek2025dpo.pdf,1,1,1,3.0,Alta calidad,Lenguaje y Humanidades,"QA1: The paper explicitly reports all training/validation split sizes. The CLM dataset contains ""1.37 B tokens"" (training) and ""1.35 M tokens"" (validation), with clear specification of unique token counts (127,701 and 85,815 respectively). The SFT dataset comprises ""approximately 48,000 samples."" QA2: Multiple baselines are compared—Base Instruction setup (56.5% accuracy), Pseudo-DPO variant (61.3%), Kazakh mGPT 1.3B (36.1% accuracy), and Llama-3.1-8B-Instruct by ISSAI (58.2% accuracy). Additionally, Table 2 compares task-level performance across five different model configurations. QA3: Complete hyperparameter specification is provided: learning rate (cosine annealing with warm restarts), batch size (implicit in training setup description), warmup steps (8000), sequence length (max_position_embeddings=8192), hidden size (2048), intermediate size (5504), number of layers (32), attention heads (32 total, 8 key-value), activation function (SiLU), attention dropout (0.0), optimizer type (implicit in scheduler description). For DPO: contrastive margin parameter λ, entropy/KL regularization parameters α and γ are all explicitly described with their roles in the combined loss formulation. QA4: Three main datasets are fully characterized: (1) Kazakh General Corpus: ""1.37 B tokens"" (size), ""diverse dataset to create comprehensive training corpus"" including news, literature, dissertations, textbooks (domain/task), explicitly named; (2) ChatTune-DPO: ""52-user"" collected dataset (size), designed for ""Direct Preference Optimization in Kazakh"" (task), publicly available on HuggingFace (identifier); (3) QThink-Task: ""over 500 k samples, including 13 distinct task types"" (size), used for ""evaluation of reasoning, comprehension, and language understanding abilities"" (task context), explicitly referenced. All three datasets meet the requirement of name + domain/task + size.",FALSE
khader2025ft.pdf,1,1,1,3.0,Alta calidad,Salud y Biomedicina,"QA1=1: The paper explicitly reports train/validation/test splits with exact proportions (70%/15%/15%) in Section V.A.1. QA2=0.5: Only the base models themselves serve as baselines; the paper compares three models against each other and evaluates RAG vs. fine-tuning, but lacks comparison against published baselines or prior fine-tuning methods. QA3=1: Complete hyperparameter reporting including learning rate (2e-5 in Table 8), batch size (1), gradient accumulation (4), epochs (3), token length (256), LoRA rank (8), dropout (0.1), and target modules (q_proj, v_proj, o_proj) in Tables 7-8. QA4=1: Three datasets fully characterized: (a) OpenAI/MMMLU with 14,000 MCQs in Arabic, (b) ArabicMMLU with 14,575 MCQs across 40 tasks, (c) Arabic Medical QA with 80,000-270,000 Q&A pairs, all with domain context and size information. Application domain: Salud y Biomedicina—the paper focuses on Arabic medical question answering and clinical terminology (SNOMED CT, RxNorm databases).",FALSE
khoboko2025ft.pdf,1,0.5,1,2.5,Alta calidad,Lenguaje y Humanidades,"QA1: Explicit splits are reported for multilingual experiments (Table 1: 12,776,206 total training pairs, Table 2/3: test sets with 109 samples per language and 1,311 test samples for Umsuka). QA2: Multiple baselines are compared—NLLB, Google Translate API, and other models (Gemma, Serengeti) across various experiments. QA3: Basic hyperparameters are provided (learning rate 0.0002, batch size 32 mentioned in related work section, training steps 2000 initially then extended, warm-up steps 100, optimizer PagedAdamW 8-bit, quantization 4-bit), but no explicit LoRA-specific parameters (rank, alpha) are reported despite using QLORA for fine-tuning. This forces a 0.5 score. QA4: All datasets are fully characterized: name, domain/task context, and size present (OPUS 12.7M pairs, FLORES-101 for evaluation, Umsuka 6,444 training/1,311 test samples, Multilingual Statistical Terminology 1,153 definitions).",FALSE
kiziltepe2025ft.pdf,1,1,1,3.0,Alta calidad,Lenguaje y Humanidades,"QA1 (1.0): Section III.D explicitly reports stratified random sampling with 90% training and 10% testing splits, with distribution shown in Figures 2a and 2b displaying absolute sample counts and percentages for positive/neutral/negative classes. QA2 (1.0): The paper compares fine-tuned Anlam-SA models against multiple baselines including six zero-shot models (Llama-1B-IT, Gemma-2-9B-IT, Gemma-9B-DPO, Aya-8B, Defne-8B, Cosmos-8B-DPO) across two label types and both in-domain and out-domain test sets. QA3 (1.0): Complete hyperparameter reporting for LoRA fine-tuning: rank r=16, LoRA Alpha=32, dropout=0.05, batch size=2 per device with gradient accumulation over 4 steps (effective batch size 8), learning rate not explicitly stated but optimizer (paged_adamw_32bit), mixed precision (bfloat16), max sequence length=512 tokens, and 1-2 epochs are all reported in Section III.F.1. QA4 (1.0): All four datasets are fully characterized with name, domain/task, and size: TRSAv1 (150,000 reviews), VSCR (244,804 reviews), TSAD (242,672 product/shop reviews), TRCR (2,923 samples), plus out-of-domain test set (10K reviews). Domain: Sentiment analysis in Turkish language for e-commerce customer reviews, a general NLP task on specialized domain text.",FALSE
kuo2025medical.pdf,1,1,0.5,2.5,Alta calidad,Salud y Biomedicina,"QA1 (1.0): The paper explicitly reports data splits with clear proportions: 76% SFT training, 19% GRPO training, 5% validation from the 95% non-holdout set, plus a 5% independent holdout (Section 4.3.3). QA2 (1.0): Multiple baselines are compared: B-0 (text-only), B-1 (text+RAG), LoRA variants (A-1 to A-3), external models (Med-PaLM 2, PMC-LLaMA), and traditional template-based approaches (Table 1 and Section 4.5). QA3 (1.0): Complete hyperparameters reported including LoRA rank=32, learning rate=5e-6, batch size=1, optimizer=AdamW, weight decay=0.1, max_steps=10, gradient clipping=0.1, and GRPO-specific parameters (reward weights: 0.3/0.5/0.2, num_generations=6, prompt length=256, completion length=200) (Sections 4.3.1, 4.3.2, Figure 7). QA4 (0.5): Dataset described as ""tens of thousands of longitudinal EHR encounters, nearly one million NHI claims records, and more than ten thousand DICOM imaging sets"" with domain context (clinical trial data), but NO explicit dataset name or unified size (Section 3.1 states ""roughly tens of thousands... without disclosing precise, sensitive counts""), failing the ""name"" requirement.",FALSE
li2025federated.pdf,1,1,1,3.0,Alta calidad,Ciencias Exactas y Computación,"QA1 (Score 1): Section 5.1.1 explicitly reports dataset partition using Dirichlet distribution with non-IID degrees α ∈ {0.1, 1.0, 10.0}. Table 2 provides exact training, development, and test sample sizes for all four datasets (e.g., RTE: 2,241 train / 249 dev / 277 test). QA2 (Score 1): The paper compares SecFFT against two baselines: FedLoRA and FFA-LoRA (Table 3), reporting performance across all four datasets with multiple non-IID settings. QA3 (Score 1): Section 5.1.2 and 5.2 provide complete hyperparameters: learning rate η=2e−5, batch size B=32, 10 communication rounds, LoRA rank r=8, local epochs (80 RTE, 30 MRPC, 60 SST-2, 25 QNLI), and scaling factor (×1000). FFA-LoRA-specific details reported explicitly. QA4 (Score 1): All four datasets fully characterized: names (RTE, MRPC, SST-2, QNLI), domain (GLUE benchmark for NLU tasks, specified in Section 5.1.1), and complete size information in Table 2 with train/dev/test splits.",FALSE
li2025keft.pdf,0.5,1,1,2.5,Alta calidad,Lenguaje y Humanidades,"QA1 (0.5): The paper states ""The corpus samples are used for training, while the QA samples are reserved for testing"" and provides dataset statistics in Table 4 (e.g., 817 test QA for TruthfulQA), but does NOT explicitly report the train/test split proportions or sizes for the corpus training data—only test QA sample counts are given. QA2 (1.0): The paper compares KEFT against multiple baselines and methods: Baseline, DFT-LM, DFT-ABI, SSFT-LM, SSFT-ABI, and QAG across three datasets and three models, meeting the criterion of two or more baselines. QA3 (1.0): Complete hyperparameter reporting in Section 4.5: learning rate (1e-4), batch size (4), epochs (5), optimizer (AdamW), gradient accumulation (step size 4), cosine schedule with warm-up (0.1, cycles 0.5), and PEFT-specific LoRA parameters (α = 32, r = 16). QA4 (1.0): All three datasets are fully characterized: (a) names (TruthfulQA, OALC, CA), (b) domains/tasks (general QA, legal QA, financial QA), and (c) sizes (Table 4: corpus/test samples and average lengths documented). Domain: Lenguaje y Humanidades—the work addresses general NLP QA tasks across domains, using synthetic QA generation and fine-tuning on domain-specific corpora.",FALSE
li2025tcmds.pdf,1,1,1,3.0,Alta calidad,Salud y Biomedicina,"QA1 (1/1): The paper explicitly reports ""The data set was randomly split into training set and test set at a 9:1 ratio,"" providing clear proportional breakdown. QA2 (1/1): Comprehensive comparison against five baseline models (LLaMA2-8B, ChatGLM3-6B, Mistral-7B, Qwen2.5-7B, DeepSeek-LLM-7B for base selection, plus four general-purpose LLMs: Qwen-Plus, ERNIE-4.0, ChatGPT-4o, DeepSeek-R1-671B for final evaluation). QA3 (1/1): Complete hyperparameter reporting including LoRA-specific parameters (rank r=8, lora_alpha=32, dropout=0.01, target layers q_proj/v_proj/down_proj), training hyperparameters (batch size=4, gradient accumulation=2, learning rate=2e-5, epochs=3, AdamW optimizer, fp16 mixed-precision, 100 warm-up steps). QA4 (1/1): Dataset fully characterized with name (""edible herbal formulas dataset""), domain/task context (""TCM edible herbal formulas for health management and chronic disease prevention; 288 formulas, 484 symptoms, 9 constitutions""), and size (""288 edible herbal formulas, 426 substances, 484 symptoms""). Domain: Medical/clinical application of LLMs for TCM herbal formula recommendations, clearly falling under healthcare/biomedicine.",FALSE
lin2024lora.pdf,1,1,1,3.0,Alta calidad,Lenguaje y Humanidades,"QA1 (1.0): The paper explicitly reports train/dev/test splits for both datasets. SemEval-2017: ""split into training, development, and test sets in a 7:2:1 ratio"" on 5,000 samples (3,500/1,000/500). SemEval-2018 statistics are shown in Table 2 with exact breakdown. QA2 (1.0): Comparison against 8+ baselines (TextBlob, VADER, RoBERTa, XLNet, ALBERT, Gemma-7B, EmoLlama-7B, Llama 3-8B), far exceeding the two-baseline threshold. QA3 (1.0): Complete hyperparameter specification provided for both RoBERTa (batch size 128/64, learning rate with dynamic adjustment, 50 epochs, max sequence 512, Huber δ=1.2, AdamW with weight decay 0.01) and LoRA (rank r=16, batch size 2, gradient accumulation 4, warmup steps 5, 150 training steps, learning rate 8e-5). All PEFT-specific parameters included. QA4 (1.0): Both datasets fully characterized: (a) names (SemEval-2017 Task 4, SemEval-2018 Task 1), (b) domain/task (sentiment intensity regression on Twitter), (c) size (5,000 for 2017; Table 2 shows exact splits for 2018). Domain: Sentiment intensity regression is an NLP task on general social media text, aligning with Lenguaje y Humanidades.",FALSE
liu2024cpmi.pdf,0,1,1,2.0,Alta calidad,Salud y Biomedicina,"QA1 (0): The paper provides no explicit train/test split information. While the dataset contains 3906 labeled records and evaluation is performed using metrics on model outputs, no proportions or exact sizes for train/validation/test subsets are reported. QA2 (1): The paper compares CPMI-ChatGLM against four baseline models (Chinese-LLaMA-7B, Chinese-Alpaca-7B, Qwen-7B, Baichuan-7B), exceeding the requirement for two or more baselines. QA3 (1): Complete hyperparameter specifications are provided for both LoRA and P-Tuning v2. For LoRA: batch size=2, lr=2e-5, steps=6000, max_length=256, rank=8, alpha=32, dropout=0.1. For P-Tuning v2: batch size=1, lr=2e-2, gradient_accumulation=16, max_source_length=32, max_target_length=256, steps=6000. All PEFT-specific parameters are explicitly stated. QA4 (1): The CPMI dataset is fully characterized: (a) name=CPMI dataset, (b) domain=Chinese patent medicine instructions (medical/TCM domain), (c) size=3906 records comprising 7 medical specialties. The paper also references source datasets with their sizes (268 from Guidelines, 694 from combined sources, data augmentation to 3k/6k/10k). Application domain is Salud y Biomedicina due to clinical TCM application context.",FALSE
liu2025federated.pdf,0,0.5,1,1.5,Calidad media,Ciencias Exactas y Computación,"QA1 (0): The paper does not report explicit train/test split proportions or sizes for any dataset. Section 5.2 mentions ""we split the dataset evenly and stored it locally among all K nodes"" and sets K=5 and T=50, but no specific sample counts or percentages are provided for train/test separation. QA2 (1): The paper compares DP-LoRA against three baselines: Vanilla FL, T-FedAvg, and CMFL, meeting the requirement for two or more baselines. QA3 (0.5): Table 2 reports only 4 basic hyperparameters (batch size B=8, noise scale σ=2, learning rate γ=5e-4, clipping bound C=10), but for the LoRA PEFT method, the critical rank parameter r is only discussed in Section 4.4 and experiments as a variable being tested (512, 256, 128, etc.), not as a fixed configuration. Complete technique-specific hyperparameters (LoRA rank fixed value, alpha parameter) are not systematically reported in the experimental setup. QA4 (1): All datasets are fully characterized with name, domain/task context, and size: Medical dataset (257,332 dialogues; medical consultation NLP), SlimPajama (627B tokens; general-purpose training), Finance dataset (9,540 samples; financial sentiment classification), plus evaluation benchmarks (BoolQ 16K, PIQA 21K, WinoGrande 44K, etc., with domains specified).",FALSE
liu2025mpctf.pdf,1,0.5,1,2.5,Alta calidad,Ciencias Exactas y Computación,"QA1 (Score 1): The paper explicitly reports the train/test split. In Section 4.2, it clearly states ""We divided the MPCT-CoT dataset into two sub-datasets equally so that each sub-dataset contained 5000 sample data,"" indicating an exact 50/50 split of the 10,000-sample dataset (5,000 per participant). QA2 (Score 0.5): The paper compares MPCTF against exactly one baseline method (FS-LLM) plus centralized training using MS-Swift. While centralized training is not technically a competing fine-tuning method, it serves as a single reference point. This qualifies as one baseline comparison. QA3 (Score 0.5): The paper reports basic hyperparameters including learning rate (1×10⁻⁴), batch size (tested at 4, 8, 16, 32, 64, 128), and training rounds (10). However, critical PEFT-specific parameters for LoRA are missing: no LoRA rank, alpha value, or target modules are explicitly stated. The paper uses LoRA but provides no technique-specific configuration details required for score 1. QA4 (Score 1): All three components are present: (a) dataset name ""MPCT-CoT,"" (b) domain/task context (mathematics reasoning problems derived from DeepScaleR, LIMO, OpenR1, OpenThoughts), and (c) exact size (10,000 training samples, plus GSM8K-test with 1,319 samples for evaluation). The paper meets the full characterization requirement.",FALSE
liu2025tasks.pdf,1,1,1,3.0,Alta calidad,Ciencias Exactas y Computación,"QA1 (score 1): The paper explicitly reports training and validation splits for all SuperGLUE tasks in Table 1, with specific dataset sizes (e.g., CB: 250 train/56 validation, ReCoRD: 100,730 train/10,000 validation). Additionally, Section 4.3 states ""we implement a sampling strategy that selects 5000 data points for each task,"" providing exact proportions. QA2 (score 1): The paper compares against multiple baselines including FT, PT, RPT, TPT, BMTPT (Table 2), and further compares against Adapter, AdaptDrop, ATTEMPT, SPoT (Table 3), meeting the requirement for two or more baselines. QA3 (score 1): Section 4.3 reports complete hyperparameters: learning rate 0.3, batch size (implied by T5 standard setup), 20 epochs with early stopping, soft prompt length 10 tokens, bottleneck length 800 tokens. Additionally, LoRA-specific parameters and gating mechanism details are provided. QA4 (score 1): All datasets are fully characterized with name, domain/task category, and size. Example: ""CommitmentBank (CB)...250 training samples...NLI...F1/accuracy metric"" (Table 1 and Section 4.1).",FALSE
meng2025triplanet.pdf,1,0.5,1,2.5,Alta calidad,Lenguaje y Humanidades,"QA1 (score 1): The paper explicitly reports train/test splits for multiple datasets. For the MPD and their dataset, specific filtering and sampling procedures are detailed (e.g., ""more than 200k text pairs"" retained after filtering, ""3k entries randomly selected"" from ACL abstract dataset). QA2 (score 1): The paper compares TriPlaNet against multiple baselines including zero-shot detectors (Rank, Entropy, Log-Rank, Log-Likelihood, GLTR), fine-tuned pre-trained models (OpenAI-D, ChatGPT-D, BERT, RoBERTa, Longformer, ARGU), and ablation variants replacing SRTA with other architectures (BERT, RoBERTa, Longformer, Style Embedding, Sentence Transformer). QA3 (score 0.5): The paper fine-tunes T5-XXL with LoRA but reports minimal hyperparameters. Only the model size (11b parameters), the LoRA technique mention, and training data size (300k pairs) are stated. Missing: learning rate, batch size, number of epochs, and critical PEFT parameters (LoRA rank and alpha, if applicable). For TriPlaNet training, contrastive loss is described mathematically but no concrete training hyperparameters (learning rate, batch size, epochs) are provided. QA4 (score 1): Three datasets fully characterized: (1) autoregressive-paraphrase-dataset + machine-paraphrase-dataset: name provided, domain (scientific texts from ArXiv, Wikipedia, graduation theses) and size (847k texts, filtered to 200k+ pairs) explicit. (2) ACL abstract dataset: name, domain (academic abstracts), and size (10k+ abstracts, 3k selected) stated. (3) Their proposed dataset: constructed from ACL abstracts with LoRA plagiarizer, 3k samples, scientific domain context clear.",FALSE
nowak2025privacy.pdf,1,1,1,3.0,Alta calidad,Salud y Biomedicina,"QA1: The paper explicitly reports split proportions for the German dataset (training: 14,580; validation: 1,620; test: 2,300 from 18,500 total) and states all 3,927 English reports were used for zero-shot testing. QA2: Multiple baselines are compared: rule-based CheXpert, BERT, GPT-4o, GPT-4o-mini, GPT-4-turbo, GPT-3.5-turbo, and 17 open-weights LLMs. QA3: Complete LoRA hyperparameters are reported in Appendix S3 (learning rate, batch size, epochs, LoRA rank, alpha values for 4-bit quantization). QA4: Both datasets are fully characterized: English (Indiana University Open-i; 3,927 chest radiography reports; public) and German (18,500 reports from University Hospital Bonn ICU; binary labels for 6 findings including pleural effusion, pneumothorax, infiltrates, congestion, CVC positioning). Domain: clinical NLP applied to radiology report structuring.",FALSE
paiola2025bode.pdf,1,0.5,1,2.5,Alta calidad,Lenguaje y Humanidades,"QA1: Score 1 - The paper explicitly reports train/test split details in Section 6.2, specifying evaluation benchmarks with exact shot settings (3-shot, 15-shot, 25-shot configurations) and dataset sizes (e.g., ENEM: 1,430 questions; BLUEX: 724 questions; OAB: 1,820 questions). QA2: Score 1 - Multiple baselines are compared throughout: base models vs. fine-tuned variants across all 35 models, and comparative analysis with SOTA Portuguese LLMs (Table 3) including boto-9B-it, LLaMa-3-8B-Dolphin, Sabiá-7B, and proprietary models. QA3: Score 0.5 - While basic hyperparameters are reported (learning rate 2e-4 for LoRA/QLoRA, 2e-5 for full fine-tuning; batch size 16; 1 epoch; AdamW optimizer; warmup 0.03; max sequence length), the paper lacks complete PEFT-specific parameters. For LoRA/QLoRA techniques, no rank or alpha values are explicitly specified—only that ""default parameters of xtuner library were used"" with ""primary adjustments made to learning rate."" This omission prevents a score of 1. QA4: Score 1 - All datasets are fully characterized: name provided (ENEM, BLUEX, OAB, ASSIN2 RTE/STS, FAQUAD-NLI, HateBR, PT Hate Speech, TweetSentBR), domain/task context clearly stated (e.g., ""ENEM...1,430 questions from exams...multiple-choice""), and size information explicit (e.g., ""1,430 questions,"" ""over 1,000 multiple-choice questions,"" ""approximately 10,000 sentence pairs"").",FALSE
peng2025keyword.pdf,1,1,1,3.0,Alta calidad,Industria y Negocios,"QA1: The paper explicitly reports train/test splits. The dataset comprises 9,103 injury judgments, with 7,607 records retained after data cleaning for reward model training. SFT training is conducted over 5 epochs with 300 steps. RLHF-PPO experiments use approximately 1,000 samples. These specific numbers and proportions are clearly stated throughout Section 3 and 4. QA2: Multiple baseline comparisons are provided. The paper compares eight different LLM models (Llama 2 7B/13B, Chinese Alpaca 2 7B/13B, TAIDE-LX-7B, Llama 3 Taiwan-8B, Llama 3 8B, Llama 3 Chinese 8B), with results for both base models and SFT-tuned variants presented in Tables 1-3. QA3: Complete hyperparameter reporting is present. For LoRA-based PEFT: models are ""Chinese alpaca 7B and Chinese alpaca 13B trained using Parameter-Efficient Fine-Tuning (PEFT) and Low-Rank Adaptation (LoRA)"" with LoRA's AB matrix structure described. SFT hyperparameters: 5 epochs, 300 training steps, models stabilizing at 240-260 steps. RLHF-PPO uses approximately 1,000 samples. Learning rates, batch sizes, and optimizer details appear implicitly through Figures 6-9 showing loss curves, though explicit learning rate values are not stated in text. QA4: The dataset is fully characterized: (a) name: ""injury judgments from Judicial Yuan"" (previous study [5]); (b) domain/task: Chinese legal judgments, criminal law injury cases from Taiwan; (c) size: 9,103 records total, 7,607 after cleaning, experiments use first 500/1000 words. All three elements are explicitly present.",FALSE
prottasha2024peft.pdf,0.5,0.5,1,2.0,Alta calidad,Ciencias Exactas y Computación,"QA1 (0.5): The paper mentions splits for multiple datasets (e.g., Fake News Filipino: ""70%, 10% and 20% for training, validation, and testing"") and references standard benchmarks like GLUE and CoNLL-2003, but does NOT explicitly report the train/test/validation sizes for most datasets evaluated. While proportions are stated for some datasets, the exact numbers are missing for the majority, preventing a score of 1. QA2 (1): The paper compares SK-Tuning against multiple baselines including Full Fine-tuning, Prefix Tuning, Prompt Tuning, P-Tuning, LoRA (Rank 2 and 4), and other methods (BitFit, (IA)³, AdapterS, AdaLoRA, MAM Adapter, PROPETL variants), clearly exceeding the two-baseline threshold. QA3 (0.5): The paper reports basic hyperparameters (learning rates: 1×10⁻³, 1×10⁻⁵, 1×10⁻⁴; batch size from computation specs; epochs: 5, 10, or 2; optimizer: AdamW; weight decay: 0.01; max sequence length: 128) but critically lacks PEFT-specific parameters. For the proposed SK-Tuning method, NO technical parameters are specified—the adapter architecture details, layer composition, bottleneck sizes, or any technique-specific configuration values are completely absent. No LoRA rank/alpha values are provided either. QA4 (1): All datasets are fully characterized with name (e.g., ""CoLA"", ""SST-2"", ""Emotion"", ""Fake News Filipino"", ""CoNLL 2003"", ""NCBI Disease"", ""WikiAnn""), domain context (sequence classification, token classification, NLI, sentiment, NER, fake news detection), and size information (e.g., CoLA: 9,594 training + 1,063 test; Emotion: 16,000 train / 2,000 val / 2,000 test; WikiAnn: 20,000 train / 10,000 val / 10,000 test).",FALSE
qi2025transformi.pdf,1,1,1,3.0,Alta calidad,Salud y Biomedicina,"QA1 (split rigor): The paper explicitly reports an 80/20 train-test split for IoT classification (stated in Experiment 1: ""an 80/20 train-test split""). QA2 (baselines): Multiple baselines are compared—No RAG, Average RAG, and Best RAG configurations across four LLMs; additionally LoRA, BOFT, and LoRA-GA are compared (Table 8-9). QA3 (hyperparams): For the transformer classifier, explicit hyperparameters are reported: learning rate = 2×10⁻⁵, batch size = 64, epochs = 70, dropout = 0.1, MLP dropout = 0.4, weight decay = 1×10⁻⁴, optimizer = AdamW. For PEFT methods, LoRA rank/alpha values appear in Table 8. QA4 (dataset): Both datasets are fully characterized: (1) ABA Task Dataset (~10,000 records, with domain/task/sub-task structure covering social emotion, daily living skills); (2) SEN Multimodal Dataset (33 students, ~2,400 minutes of sensor data with explicit physiological signals: BVP, GSR, temperature, 3-axis acceleration, plus behavioral annotations: +, −, P, OT). The paper belongs to Salud y Biomedicina (clinical/therapeutic application for autism spectrum disorder and special educational needs, involving wearable medical devices and behavioral health monitoring).",FALSE
rathore2025ft.pdf,1,1,1,3.0,Alta calidad,Lenguaje y Humanidades,"QA1=1: The paper explicitly reports an 80/20 train-test split (Section 3.4: ""Each model was fine-tuned using a custom Hinglish hate speech dataset with an 80/20 train-test split""). QA2=0.5: Comparison is limited to baseline models without fine-tuning (encoder baselines like RoBERTa mentioned in literature); however, the paper does not compare against other parameter-efficient fine-tuning methods or published hate speech detection systems on the same dataset—only compares different LLM architectures under identical conditions. QA3=1: Complete hyperparameter specification in Table 6 includes epochs (5), target modules (architecture-specific), batch size (8-32), LoRA rank (16), LoRA alpha (16-258), and LoRA dropout (0-0.05)—all PEFT-specific parameters required for reproducibility. QA4=1: Custom Reddit dataset is fully characterized with name (Reddit social media posts), domain (Hinglish/code-mixed hate speech detection), and size information provided through inter-annotator agreement tables (n=2335-2344 human-labeled items and additional machine-labeled items).",FALSE
ren2025patent.pdf,1,1,1,3.0,Alta calidad,Industria y Negocios,"QA1 (1.0): The paper explicitly reports train/test/validation splits. In Section 4.2, it states ""60,000 question–answer pairs"" for SFT dialogue dataset and ""2,000 interactions"" for human feedback dataset. The patent writing benchmark test set comprises ""1,000 instances sampled from all eight major IPC categories"" (Section 5.1). The USPTO patent text dataset of ""approximately 20,000 patents"" with balanced representation across eight IPC sections is clearly specified. QA2 (1.0): The paper compares PatentGPT against 7 baseline models (Qwen2-1.5B, Llama-2, Llama-3.2, phi-2, ChatGPT-4o, Gemini 1.5 Flash, Claude2) plus MoZI-7b, the state-of-the-art IP domain model. Multiple comparisons are provided across all metrics in Tables 4 and 7. QA3 (1.0): Complete hyperparameter reporting in Section 4.1: base model (Qwen2-1.5B), LoRA method with batch size 1, learning rate 5e-5, training epochs 3, temperature 0.7 for inference. All essential parameters for the LoRA PEFT method are explicitly stated. QA4 (1.0): All datasets are fully characterized with name, domain, and size: USPTO patent text dataset (20,000 patents from 2021–2022, IPC-organized), patent KG dataset (30% of patents, ~100,000 entities, 300,000 relationships), SFT dialogue dataset (60,000 Q&A pairs for patent drafting), human feedback dataset (2,000 interactions), and patent writing benchmark test (1,000 instances). Domain classification: Industria y Negocios (patent generation, IP law, intellectual property management, business innovation).",FALSE
richterpechanski2025medication.pdf,1,1,1,3.0,Alta calidad,Salud y Biomedicina,"QA1 (1/1): Explicit train/test splits reported for both datasets—n2c2: 303 training letters and 202 test letters explicitly stated; CARDIO:DE: 400 training and 100 test letters explicitly stated. QA2 (1/1): Multiple baselines compared: Wei et al. (RNN+CNN, 89.1%), El-Allaly et al. (SciBERT, 91.3%) for English; medBERT.de (74.1% F1) for German; plus zero-shot experiments. QA3 (1/1): Complete hyperparameter reporting including LoRA-specific values (r=16, Alpha=16), learning rate implied through Unsloth implementation, batch size (4), epochs (1), seq_length (2048), gradient_accumulation (2), optimizer (AdamW), 4-bit quantization for 70b. All reported in Table E1. QA4 (1/1): Both datasets fully characterized: n2c2 2018 (medication extraction task, 505 English clinical letters from MIMIC-III, 83,869 entities, 59,810 relations split 303/202); CARDIO:DE (cardiovascular domain, German, 500 letters, 27,155 entities, 19,336 relations split 400/100).",FALSE
